stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
fa715aa5-f829-4e14-a9b0-cbf8b79d396c,957,Madelaine Drive,,44.34496679,-79.64324638,0,0
d2c68cc5-f2dd-47b8-9de0-b965003dd21a,517,Seline Crescent,,44.34385216,-79.64805831,0,0
a3eb168c-8417-4a89-acbc-f2c05e8f41c9,516,430 Mapleview East,,44.34349861,-79.64965678,0,0
7d803650-d4a0-4f51-abb4-e998c51b7c86,511,Country Lane,,44.34279639,-79.65277074,0,0
ed7d1095-e6c4-425f-bf90-a1abfe2c2017,512,Mapleview at Huronia,,44.3409076884547,-79.6614327634589,0,0
7d9fa78e-69c0-4749-9710-d3e6ae8167d1,741,Huronia Medical Clinic,,44.34714163,-79.6637841,0,0
efd678cd-66b0-4ed1-824e-46bc3b379ee8,675,Churchill Drive,,44.3454862,-79.66983149,0,0
1a09d600-2524-422b-b4db-a543221c0a59,987,40 Churchill,,44.3443915642607,-79.6741400183283,0,0
111eb41a-6d3b-4e27-9c78-981aafa094f2,777,Park Place,,44.3402780973043,-79.680277379487,0,0
8b08b05f-1d13-464c-8a56-53ac9aa414d1,485,Maple at Ross,,44.39039984,-79.69250726,0,0
cdc5c103-235a-4862-bddb-984f1bf529aa,73,Bayfield at Wellington,,44.394131,-79.69412,0,0
fb430c34-4ce2-405b-ae93-04a17d7536b6,67,Grove Street,,44.39659223,-79.69624255,0,0
9115d61b-cd32-4d8f-8373-19f4a52ccda2,57,Bayfield at Rose,,44.3985375544438,-79.6979186901314,0,0
e361558a-be86-4104-bdab-dcfb5c53e506,59,Coulter Street,,44.400654,-79.699795,0,0
52c8d97d-aa98-4133-8dae-4c005e01d226,65,Ferris Lane,,44.402915,-79.701782,0,0
ae22376d-18f9-475b-9771-7fd3e3ceb8b3,61,Bayfield at Cundles,,44.40466177,-79.70328888,0,0
c5dde12c-701f-4572-9439-fbc1409028d1,70,Springwater plaza,,44.40802404,-79.70620755,0,0
ccf43f5f-47a2-46be-a211-3ac55b86be2b,441,Georgian Mall,,44.4110941535887,-79.7051031711759,0,0
425a2efa-129c-402b-b445-9212559a6dbf,443,Celeste Drive,,44.41588126,-79.7010938,0,0
32567810-a2bb-4802-aea8-7fff5ee329c4,445,Meyer Avenue,,44.41804245,-79.69606761,0,0
982d7fe4-f59b-4f88-a9c4-92eecb1c8555,634,Robin Court,,44.41184,-79.689336,0,0
c33887b0-71cd-46bf-a2be-c3b9e58dba03,106,Alliance Boulevard,,44.4072921459517,-79.6848022757683,0,0
eaee9b75-4543-4d4e-8225-6f15fd0ad39a,108,115 Bell Farm,125 Bell Farm,44.4107726,-79.67581077,0,0
099e4670-c975-4f1d-a988-dc9e09b56cb9,559,RVH Atrium Entrance,,44.414355,-79.663366,0,0
33573af5-3724-4e1b-b8af-9192f513c593,326,322 Georgian Drive,,44.4164143154868,-79.6586097573406,0,0
d813f329-dcf1-4048-b42a-69c9511cbc02,402,Cheltenham Road,,44.41152705,-79.65399405,0,0
