shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
93907717-eb30-4895-8129-2e8b7cfe07f8,44.38715706,-79.70935615,67,8809.49
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3411166573236,-79.6799681889992,3,106.89
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3832018603803,-79.715932590719,28,3237.79
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.3914603824294,-79.6776239381804,56,6753.8
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3775477634399,-79.6933939870235,78,13231.16
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3725249533954,-79.7360251709694,29,5441.62
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.3366427324201,-79.678668658654,46,11142.23
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.4071871600908,-79.6743634131602,4,828.19
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.3495510120665,-79.6285390945437,7,402.29
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4088840132287,-79.7101417011107,156,20955.86
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3484109251744,-79.6273445860949,25,6062.04
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3512480274459,-79.6294592226754,108,23007.7
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.374748878166,-79.6902464145569,73,12812.56
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3874522006641,-79.6907135820997,174,18912.32
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3836377193712,-79.7210435403015,36,3690.93
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3915406015487,-79.6936098814722,169,18308.18
863a974c-073c-488e-b1ec-ffe314c0664b,44.4120865709833,-79.6691320639331,112,11336.91
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.3912484879046,-79.6792506980449,135,13964.96
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3998999535978,-79.7292698758406,83,7011.22
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4120248801723,-79.7037204923463,35,4498.69
9c0efc5a-9aac-45f9-9f1c-28c365b845f1,44.3950747,-79.66309055,26,3310.14
0a676ff3-1314-46a6-ba1b-d1eb14120c07,44.3542058380965,-79.6993203281951,60,11039.92
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.34733971,-79.63193984,24,5677.98
f9e81123-679f-41c6-b74a-2862a878c601,44.4144260247783,-79.6631416662888,7,250.94
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3845027318301,-79.7063919726844,72,9220.25
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.358631,-79.641179,25,5481.12
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.41184,-79.689336,59,5508.83
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3383647107103,-79.679221193744,9,483.7
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3421171222403,-79.6700483074495,81,14202.42
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3909802669871,-79.6991272091345,104,15764.02
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.40347316,-79.70744886,55,6204.12
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4147641028816,-79.6657649672861,100,8722.39
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3769033910184,-79.6930328178954,77,13154.03
e3f45360-dc41-408d-9866-59409689dba9,44.3972834585478,-79.6565229986026,21,3867.29
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3470069941638,-79.669608917063,206,25071.3
f9e81123-679f-41c6-b74a-2862a878c601,44.3422335083299,-79.6781410742494,105,14934.05
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.39039984,-79.69250726,95,19889.87
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.4103605693794,-79.6679290931183,125,21457.68
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.32395013,-79.69301672,35,3122.42
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.392146,-79.692739,11,2953.17
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3729384134412,-79.6914447214201,33,2091.92
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4087928181167,-79.7114009983182,40,5210.89
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4142162450681,-79.668784717845,203,25827.38
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3827458848206,-79.7048845711282,17,3934.93
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3736943448888,-79.7332257473442,1,206.08
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.38220464,-79.70471715,85,14656.1
e3f45360-dc41-408d-9866-59409689dba9,44.4151349017104,-79.6630622245706,40,6845.9
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3701569360588,-79.6696698468727,164,15649.7
e3f45360-dc41-408d-9866-59409689dba9,44.4146990427196,-79.6654882827692,46,7108.27
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3454591539776,-79.6697395843112,82,14574.6
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.4165353098459,-79.6589701072813,115,9475.54
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.38488824,-79.69991235,18,4396
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.33349211,-79.72085917,35,6850.71
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3876181476368,-79.6915026014266,102,17183.77
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3868487163472,-79.6910248661294,24,5304.73
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.33449674,-79.68796346,113,20261.09
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3785584925371,-79.7349185873525,5,949.97
101c2c2f-1f1f-43bf-b133-5a2eeb4e7e42,44.387236362821,-79.6903315820014,159,18781.31
e9e6448a-d156-46ca-a881-68311f354235,44.3594978367983,-79.7154068777208,40,5872.15
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3875699790393,-79.6910695931479,86,14735.92
e3f45360-dc41-408d-9866-59409689dba9,44.4135537394019,-79.6689201694084,56,7563.77
e9e6448a-d156-46ca-a881-68311f354235,44.3535232158615,-79.7142508455664,36,5199.79
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.4143584021544,-79.6631185509633,15,818.29
4182d882-c70a-44a1-afec-35c88a51c655,44.41534493,-79.65353099,27,1869.11
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3877106540031,-79.6910255963222,23,4402.67
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3760718728407,-79.7201074344191,13,2515.79
f9e81123-679f-41c6-b74a-2862a878c601,44.4133570538564,-79.66882086806,25,1237.34
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3801571091511,-79.7297644020734,7,1400.22
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3651090183919,-79.7139866479627,43,8283.75
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.394347780606,-79.6571640465954,42,5014.14
927ade34-3975-4e7e-b154-c6ced2302ffa,44.3563534890838,-79.698876302435,25,4553.64
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3512232214941,-79.6292730944916,32,6480.88
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.3594014936084,-79.6379068118449,24,5207.42
f9e81123-679f-41c6-b74a-2862a878c601,44.4146398629695,-79.6656142365779,8,448.63
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3699705225212,-79.6687981288909,61,4147.13
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3860637775697,-79.693164658139,95,16788.78
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.354506,-79.640712,39,7913.35
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.4032379629158,-79.725033326449,93,7601.07
e3f45360-dc41-408d-9866-59409689dba9,44.4147057482425,-79.6681731741532,52,7384.23
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4145833891627,-79.7026092578806,42,3819.13
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3762844429186,-79.6962639508405,80,13498.87
4182d882-c70a-44a1-afec-35c88a51c655,44.3394483232169,-79.7201946210977,137,17646.58
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.4135604449249,-79.6689013939441,82,7971.09
4182d882-c70a-44a1-afec-35c88a51c655,44.33345762,-79.69292148,173,23596.83
927ade34-3975-4e7e-b154-c6ced2302ffa,44.361602615151,-79.6974696018698,28,5153.48
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3746537198465,-79.6903009317655,72,12958.91
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3278987305104,-79.730604274905,153,19511.91
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.33993688,-79.7171497,136,17397.41
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3756943569001,-79.6918195302379,75,13138.58
863a974c-073c-488e-b1ec-ffe314c0664b,44.390909188444,-79.7004522204669,14,1144.58
863a974c-073c-488e-b1ec-ffe314c0664b,44.40971361,-79.70817312,64,6391.24
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3738247481516,-79.7328821750212,28,5153.21
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3861817947734,-79.6940350350162,28,4807.48
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3580735837265,-79.6981884359234,113,14405.25
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4018217564715,-79.7112481123953,55,6556.22
863a974c-073c-488e-b1ec-ffe314c0664b,44.4078030829312,-79.6826222349776,87,9625.14
50cabe2d-cffc-4408-a655-77cc879c3c26,44.394131,-79.69412,9,979.43
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3705740138923,-79.6931445318126,48,6083.53
4182d882-c70a-44a1-afec-35c88a51c655,44.3952530262025,-79.6622186697852,47,5432.54
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3535315695015,-79.6868905757708,60,9356.8
4182d882-c70a-44a1-afec-35c88a51c655,44.4144670316259,-79.6644167402039,13,714.33
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3714202565801,-79.6925812776435,103,12828.81
863a974c-073c-488e-b1ec-ffe314c0664b,44.4142886647158,-79.6693265240983,103,11022.83
4182d882-c70a-44a1-afec-35c88a51c655,44.414355,-79.663366,14,798.65
4182d882-c70a-44a1-afec-35c88a51c655,44.3554798874545,-79.6993297159272,117,14709.27
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3882190967783,-79.690758896081,75,9127.08
4182d882-c70a-44a1-afec-35c88a51c655,44.4157102355784,-79.6590871905736,22,1274.8
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3872217826231,-79.6903209035029,84,14664.57
e9e6448a-d156-46ca-a881-68311f354235,44.38605848,-79.69723418,78,14072.54
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.4076160110346,-79.6842768425463,65,6310.15
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.367497525662,-79.708327186604,48,8099.04
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3286068337325,-79.7147121855445,94,12811.5
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.3860731653019,-79.693886172407,85,19072.45
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3881746761903,-79.690739941045,2,152.08
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.3905427529551,-79.685450731035,61,7397.81
546995d3-51f8-4d2a-955c-6dda0b468fa2,44.39039984,-79.69250726,3,343.32
863a974c-073c-488e-b1ec-ffe314c0664b,44.4136047013762,-79.6709237796619,100,10873.01
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3946455058244,-79.6601453220931,43,5253.15
927ade34-3975-4e7e-b154-c6ced2302ffa,44.3486169357412,-79.7031857702983,21,3591.33
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.4077925957231,-79.6833641542179,68,6386.69
ffd888c1-0461-4b28-a1ea-10224b7eba00,44.3874971342552,-79.6907969886918,22,4335.56
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3764252589002,-79.6929326470454,19,3164.88
927ade34-3975-4e7e-b154-c6ced2302ffa,44.3459040606633,-79.7024133151052,15,3183.6
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.4004001856089,-79.6493789344656,33,4002.85
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3407022560061,-79.6801090049809,1,49
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3749419972266,-79.6904140526303,24,1844.31
50cabe2d-cffc-4408-a655-77cc879c3c26,44.397829,-79.656562,122,11919.03
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4046044396832,-79.7033784418766,24,2396.41
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.39832266,-79.71897992,63,7354.03
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4124379403852,-79.671846459618,196,25471.08
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3860745064065,-79.6932223256363,87,14397.57
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.37031143,-79.66970478,57,10839.89
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3763072416965,-79.6928146298417,122,13137.64
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4124003894568,-79.6721200449538,11,642.77
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.412083929519,-79.6690342880584,89,8162.44
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.33993688,-79.7171497,52,7718.81
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3647589900946,-79.697139692136,34,4683.6
863a974c-073c-488e-b1ec-ffe314c0664b,44.4031829776277,-79.7077183251213,45,5114.74
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3512593563733,-79.6277481620531,110,23169.77
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.40570289,-79.71952208,95,8117.35
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3639105,-79.65957671,69,5162.08
101c2c2f-1f1f-43bf-b133-5a2eeb4e7e42,44.4151550182792,-79.6729434831705,31,5873.23
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.3986084698801,-79.6533217819525,37,4377.26
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.390480034976,-79.6876996569454,138,14654.65
546995d3-51f8-4d2a-955c-6dda0b468fa2,44.4118745345584,-79.7085762670262,15,3209.4
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3368532858404,-79.6789100574797,6,480.95
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3391640090444,-79.7088984971582,80,14610.8
927ade34-3975-4e7e-b154-c6ced2302ffa,44.4106747667512,-79.6839395159258,51,11831.46
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.340800156641,-79.7281661467651,57,8640.02
f9e81123-679f-41c6-b74a-2862a878c601,44.415524251448,-79.6711468092387,38,2301.04
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.34714163,-79.6637841,99,12488.49
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3390557524662,-79.6792079553535,4,234.31
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3863601616836,-79.6921185965609,92,15997.88
f9e81123-679f-41c6-b74a-2862a878c601,44.4153342033402,-79.6726745539538,35,2140.73
927ade34-3975-4e7e-b154-c6ced2302ffa,44.3473157534086,-79.691495956464,13,2192.44
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3398600423253,-79.6791890072339,7,316.99
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.3860798708248,-79.6930788274454,86,19136.57
f9e81123-679f-41c6-b74a-2862a878c601,44.3509230393052,-79.7004420490884,82,11372.67
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.36201245,-79.61448897,17,3085.52
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3366883299761,-79.6786847519091,77,14188.23
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.386144243845,-79.6927368457756,88,14436.89
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.414429,-79.668877,4,280.24
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.334468801884,-79.7195884418242,143,18210.57
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.34385216,-79.64805831,196,22138.46
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3248477175741,-79.728992267191,25,5445.38
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3408564830337,-79.6787048684779,6,199.77
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.403534,-79.706866,140,19939.56
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.33201262,-79.69937219,98,14088.24
50cabe2d-cffc-4408-a655-77cc879c3c26,44.3914483124881,-79.6773047552886,132,13782.2
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3751377984964,-79.6907171422671,42,5520.03
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3733914242827,-79.6910479196379,70,12806.28
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3920242189589,-79.6924210191787,108,17855.37
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.36896555,-79.66673841,168,15922.65
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.37265817,-79.73537759,0,0
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.386595634088,-79.6915762819949,23,5252.69
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3745902771805,-79.7310044911136,2,408.66
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3397648238995,-79.7179026733579,53,7781.63
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3462413790355,-79.6365890874607,21,5296.18
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3761382625185,-79.6924552138123,88,15605.5
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4155013303842,-79.6625073530568,108,9078.83
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3390634262004,-79.7223484350651,71,13491.93
e3f45360-dc41-408d-9866-59409689dba9,44.4139721640332,-79.6704691452068,67,8163.84
4182d882-c70a-44a1-afec-35c88a51c655,44.330961813388,-79.7253605559683,147,18813.92
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4076160110346,-79.6842768425463,63,6283.49
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3410187566888,-79.6799011337698,4,102.27
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3873681873248,-79.690035375345,70,8852.44
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3461323884804,-79.70273343937,62,10919.87
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.412473747019,-79.6691306289365,83,8093.21
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3772017584563,-79.6934811588216,14,1482.42
f9e81123-679f-41c6-b74a-2862a878c601,44.4122351064454,-79.668786536718,23,1108.2
f9e81123-679f-41c6-b74a-2862a878c601,44.3890502994385,-79.7064490679951,55,6612.52
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.412480855732,-79.6690784197496,4,61.31
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3813070560838,-79.7245734636923,11,1833.35
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.343877991669,-79.7325086434191,60,9152.31
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3793583485802,-79.733247940122,6,1109.67
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3877106540031,-79.6910255963222,99,17143.76
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.335151424119,-79.7190587055122,37,7092.37
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.38605848,-79.69723418,19,4645.28
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3489111571855,-79.6277791039812,26,6127.48
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4039688649159,-79.7060406032825,141,20020.98
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.33210072,-79.68939828,106,19866.62
e3f45360-dc41-408d-9866-59409689dba9,44.39796716,-79.65635548,22,3944.42
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3417952562449,-79.7311809498776,64,12719.21
e3f45360-dc41-408d-9866-59409689dba9,44.4098992294013,-79.7080388491177,92,12675.13
93907717-eb30-4895-8129-2e8b7cfe07f8,44.39987102,-79.71692684,59,7062.75
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3777408825005,-79.6934208091152,81,13411.06
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.3946455058244,-79.6601453220931,41,5247.9
863a974c-073c-488e-b1ec-ffe314c0664b,44.4138836511304,-79.6705348593316,101,10916.76
93907717-eb30-4895-8129-2e8b7cfe07f8,44.3916186327707,-79.7131511398048,65,8229.32
4182d882-c70a-44a1-afec-35c88a51c655,44.3946455058244,-79.6601453220931,43,5253.15
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3754835578161,-79.6912885302524,35,6076.17
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.4164813707162,-79.6589101647681,21,1359.55
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.3875620966922,-79.691664223318,25,5398.87
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3872145162561,-79.6903673254942,15,3694.04
c2a4f835-e13c-4507-9e39-0943c9f53dde,44.34842448,-79.67003749,34,8318.69
895dd5dc-6ea7-4d4e-b5e0-fd71448be289,44.376627,-79.718781,14,2637.87
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4120865709833,-79.6691320639331,0,0
4182d882-c70a-44a1-afec-35c88a51c655,44.3832618,-79.70394036,81,10382.63
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3228065563921,-79.7225281430798,20,4650.98
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.407039994421,-79.6744039460661,121,20565.78
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3340771993445,-79.6900009924174,111,20092.37
4182d882-c70a-44a1-afec-35c88a51c655,44.3905097636405,-79.685389117708,63,7398.39
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3511561662648,-79.62765304015,31,6644.77
e3f45360-dc41-408d-9866-59409689dba9,44.3964425859715,-79.6963538048478,98,14435.42
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3703004342497,-79.6704235476508,162,15532.33
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3403307700354,-79.7153612801648,62,8278.6
ffd888c1-0461-4b28-a1ea-10224b7eba00,44.3907375270568,-79.6915083939736,18,3735.75
93907717-eb30-4895-8129-2e8b7cfe07f8,44.3908354276917,-79.7004213750614,81,10233.71
e3f45360-dc41-408d-9866-59409689dba9,44.4186646889844,-79.694959056077,82,11174.01
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3877106540031,-79.6910255963222,72,8951.37
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4117405659998,-79.7041013660491,36,4542.42
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3642054082415,-79.6156037506758,97,19855.79
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3226000262856,-79.7219796313035,88,11686.69
e9e6448a-d156-46ca-a881-68311f354235,44.376627,-79.718781,73,12065.13
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3409076884547,-79.6614327634589,96,11682.27
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3878646417356,-79.6933838443624,6,375.46
4182d882-c70a-44a1-afec-35c88a51c655,44.39053858,-79.68510446,62,7375.56
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3703366440735,-79.70881132536,77,13810.21
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.33691527,-79.70991124,47,6719.69
4182d882-c70a-44a1-afec-35c88a51c655,44.326495935112,-79.7247691288453,153,19324.72
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3914603824294,-79.6776239381804,58,6759.05
863a974c-073c-488e-b1ec-ffe314c0664b,44.3875497214526,-79.7065301064569,17,1765.26
93907717-eb30-4895-8129-2e8b7cfe07f8,44.3860074511771,-79.7067715052826,75,9451.59
4182d882-c70a-44a1-afec-35c88a51c655,44.32980473,-79.70927336,169,22235.12
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4154058048371,-79.701989126324,168,21993.14
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.35499844,-79.69942096,118,14762.1
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3536117287643,-79.7146008738638,52,9612.35
863a974c-073c-488e-b1ec-ffe314c0664b,44.3907137357349,-79.6928525311541,8,510.88
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3912849198088,-79.7000609099886,12,1090.53
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3875739862911,-79.6910581412249,99,17123.18
e3f45360-dc41-408d-9866-59409689dba9,44.3882064167668,-79.6908222942013,104,15631.39
863a974c-073c-488e-b1ec-ffe314c0664b,44.3877721018626,-79.6918491810956,5,89.46
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3772017584563,-79.6934811588216,118,13023.28
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.384555,-79.706561,21,2137.38
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3570355687759,-79.7055564645264,71,12308.81
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3353485664933,-79.7108913785751,46,6528.96
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.4059910312968,-79.6632682962601,152,14774.23
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.4144710549397,-79.7025698246104,114,9875.72
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.392146,-79.692739,16,3548.9
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.416625,-79.686737,127,11572.49
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3995879447375,-79.6756278766334,160,16465.2
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3315156895826,-79.6986846446207,40,4369.35
93907717-eb30-4895-8129-2e8b7cfe07f8,44.3881639473536,-79.705863577477,78,9709.07
f9e81123-679f-41c6-b74a-2862a878c601,44.4150854349321,-79.6667432743424,11,589.56
f9e81123-679f-41c6-b74a-2862a878c601,44.4125232589274,-79.6691298501372,18,1005.27
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.343877991669,-79.7325086434191,60,9152.31
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.32207598,-79.72029115,167,21461.21
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.36787963,-79.69510843,104,13270.5
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.4144670316259,-79.6644167402039,13,714.33
4182d882-c70a-44a1-afec-35c88a51c655,44.3623852349749,-79.6975058136884,109,13920.7
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.4151697704297,-79.6629509128899,16,909.43
4182d882-c70a-44a1-afec-35c88a51c655,44.3879694871884,-79.6933926459189,77,9395.05
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.36268923,-79.68368112,55,7570.1
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3827458848206,-79.7048845711282,87,14731.87
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4141867407672,-79.6688142221459,79,7874.49
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4040023925306,-79.7061653260091,52,6084.7
927ade34-3975-4e7e-b154-c6ced2302ffa,44.4121952554584,-79.6732967999328,55,12720.63
