shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3828038995594,-79.6938032334588,27,4550.32
50cabe2d-cffc-4408-a655-77cc879c3c26,44.3875512733281,-79.6909792270605,149,15964.36
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3580735837265,-79.6981884359234,40,5435.16
6444fbc6-4fd5-4815-9ff3-00ad9fb8282d,44.35114001,-79.70005527,55,10032.48
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3873351447186,-79.6900036746266,2,117.34
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3998624026693,-79.6500856965831,37,4090.19
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3520781,-79.72746197,67,10482.91
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.32445589,-79.71713784,92,12311.57
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3519058437291,-79.6286535041722,34,6765.34
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.32563066,-79.68724698,94,19081.78
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.37138819,-79.68121647,45,3078.83
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3442303753779,-79.6741339266807,7,840.71
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4058946911034,-79.7077303950626,143,20273.88
927ade34-3975-4e7e-b154-c6ced2302ffa,44.3509307567964,-79.7003362689195,22,3933.93
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.4143725225902,-79.669112722212,79,7859.21
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4078178350817,-79.6837138941118,19,1794.67
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.348704,-79.627771,88,8824.58
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3907784077327,-79.6958870052316,101,15504.96
f9e81123-679f-41c6-b74a-2862a878c601,44.3520419558676,-79.6997918349341,79,11230.59
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.40489571,-79.70689529,53,5971.53
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.415627087094,-79.7020132662066,31,4071.89
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3907764894832,-79.6958636590107,97,10625.31
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3832618,-79.70394036,8,1411.38
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.3907938534494,-79.6803115117736,136,14063.18
4182d882-c70a-44a1-afec-35c88a51c655,44.3864231935992,-79.6969184098791,78,9723.55
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.40678734,-79.70875024,146,20402.63
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3340497401117,-79.6906619775248,74,13191.38
e9e6448a-d156-46ca-a881-68311f354235,44.377304,-79.716937,74,12229.78
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3861321739037,-79.6938888546162,86,14344.25
4182d882-c70a-44a1-afec-35c88a51c655,44.39053749,-79.68288564,61,7199.37
4182d882-c70a-44a1-afec-35c88a51c655,44.33993688,-79.7171497,136,17398.57
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.34217844,-79.70716838,57,7374.29
4182d882-c70a-44a1-afec-35c88a51c655,44.3328098555094,-79.6959742722496,172,23343.73
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3713116271086,-79.6923760886416,71,12394.79
50cabe2d-cffc-4408-a655-77cc879c3c26,44.3903742905848,-79.6911331237993,142,15445.76
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4187357675276,-79.6949429628219,27,3412.84
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.3404756093309,-79.7131256588176,78,14244.54
e3f45360-dc41-408d-9866-59409689dba9,44.3904921049173,-79.6810021806361,13,1741.18
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3915462814178,-79.6935213747157,107,17753.12
863a974c-073c-488e-b1ec-ffe314c0664b,44.3882205063063,-79.6907772476679,6,188.09
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.385890775078,-79.7069337789377,114,16706.12
863a974c-073c-488e-b1ec-ffe314c0664b,44.4077628497936,-79.6837232818439,85,9536.67
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.33954493,-79.71003526,79,14511.03
927ade34-3975-4e7e-b154-c6ced2302ffa,44.340644829769,-79.6802224695916,1,40.98
4182d882-c70a-44a1-afec-35c88a51c655,44.32871691,-79.72534005,151,19073.77
4182d882-c70a-44a1-afec-35c88a51c655,44.3882307418247,-79.6907581918958,75,9127.81
4bfaaae7-c649-4dc8-a82f-0dcd03d5bc9f,44.3406365418814,-79.6801706957919,1,40.72
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.33993688,-79.7171497,63,8427.32
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.38715706,-79.70935615,69,8811.26
927ade34-3975-4e7e-b154-c6ced2302ffa,44.3793860286417,-79.7112157436655,39,7616.18
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.40902611,-79.71030063,40,5121.4
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3716525,-79.69052443,68,12523.22
e3f45360-dc41-408d-9866-59409689dba9,44.4124526925357,-79.6719644768217,69,8372.42
bb87e1b5-d377-43af-bec1-714f55bcb1c8,44.3391868078224,-79.7225710584266,54,8158.17
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3877106540031,-79.6910255963222,0,0
e3f45360-dc41-408d-9866-59409689dba9,44.4144200929654,-79.6690341632983,53,7459.58
101c2c2f-1f1f-43bf-b133-5a2eeb4e7e42,44.4122689612072,-79.703416061605,55,9251.87
f9e81123-679f-41c6-b74a-2862a878c601,44.359777219363,-79.6975658390212,72,10348.85
93907717-eb30-4895-8129-2e8b7cfe07f8,44.388828,-79.691311,87,11094.52
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.38339257,-79.71534062,27,3186.22
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3960871932558,-79.7343352278671,73,6263.42
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.4020750699446,-79.6642157487105,153,15215.82
6444fbc6-4fd5-4815-9ff3-00ad9fb8282d,44.3880074546607,-79.6912562290805,96,16264.98
f9e81123-679f-41c6-b74a-2862a878c601,44.3395806777691,-79.6791543472601,106,15239.63
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3838134040721,-79.721295667964,37,3718.89
0a676ff3-1314-46a6-ba1b-d1eb14120c07,44.3904032236901,-79.6855748044366,106,18104.2
e3f45360-dc41-408d-9866-59409689dba9,44.3926786632857,-79.6855762031089,10,1131.68
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4048003497601,-79.706815761734,52,5959.2
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.3660035351517,-79.6621234513595,68,4853.82
4182d882-c70a-44a1-afec-35c88a51c655,44.4154822477986,-79.6616714991135,19,1024.5
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3288214104665,-79.714765829728,14,3467.73
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4075107221312,-79.711918664689,45,5427.84
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.3848648300686,-79.721763713465,40,3842.4
863a974c-073c-488e-b1ec-ffe314c0664b,44.3863789371478,-79.7070330206771,19,1902.05
6444fbc6-4fd5-4815-9ff3-00ad9fb8282d,44.3390410357853,-79.6803744030439,3,139.28
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.4143584021544,-79.6631185509633,15,818.29
9c0efc5a-9aac-45f9-9f1c-28c365b845f1,44.4144576438938,-79.6631587841009,61,7780.93
4182d882-c70a-44a1-afec-35c88a51c655,44.33161711,-79.72428821,145,18701.62
9c0efc5a-9aac-45f9-9f1c-28c365b845f1,44.3925716524805,-79.6910370203861,6,722.49
0a676ff3-1314-46a6-ba1b-d1eb14120c07,44.39522877,-79.66530307,121,19833.77
50cabe2d-cffc-4408-a655-77cc879c3c26,44.3951497611493,-79.6628905631835,127,12535.25
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.4144670316259,-79.6644167402039,13,714.33
f9e81123-679f-41c6-b74a-2862a878c601,44.3400345509118,-79.6803284827662,111,15506.15
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3571897958034,-79.7055859688274,72,12326.11
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3878340356251,-79.6934516545207,91,15802.87
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.34762231,-79.63144988,90,9185.46
e3f45360-dc41-408d-9866-59409689dba9,44.4077977185129,-79.6830527295502,76,9493.86
e3f45360-dc41-408d-9866-59409689dba9,44.3907764190898,-79.6930171366344,102,15296.81
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4143725225902,-79.669112722212,77,7832.55
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3699530881615,-79.6682295005458,55,10716.12
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3877481391484,-79.706342661293,82,9643.79
f9e81123-679f-41c6-b74a-2862a878c601,44.4129800078252,-79.6730521987149,34,1877.42
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.3705740195855,-79.6710873944216,58,10953.52
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3227207256985,-79.7228768302725,86,11613.7
93907717-eb30-4895-8129-2e8b7cfe07f8,44.4120865709833,-79.6691320639331,0,0
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.3501436323013,-79.7013252795532,123,15334.64
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.351276,-79.6278193371188,82,8233.06
50cabe2d-cffc-4408-a655-77cc879c3c26,44.4143844067418,-79.668744319371,96,8409.04
4e7cc394-7da9-4bd5-b91f-3c22b3d6cbba,44.3813056126506,-79.7245688756625,20,3552.61
b8b26c2f-358a-41fc-828e-4e1fa8f4ff07,44.3480152993211,-79.6795899975056,64,10541.87
f9e81123-679f-41c6-b74a-2862a878c601,44.3396554735849,-79.6804235544672,110,15463.35
4182d882-c70a-44a1-afec-35c88a51c655,44.3501436323013,-79.7013252795532,123,15335.8
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4122810311485,-79.6693345707258,207,26053.85
50cabe2d-cffc-4408-a655-77cc879c3c26,44.400654,-79.699795,18,1866.5
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.3289286988335,-79.7145083376472,45,5759.83
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4144053408149,-79.6689899068469,201,25799.51
50cabe2d-cffc-4408-a655-77cc879c3c26,44.387241,-79.690307,147,15900.72
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4123293109136,-79.703454953638,36,4460.6
3237ca3b-f1ac-48a7-980c-9d18244b5bbd,44.374859,-79.690431,39,6180.33
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3875993423223,-79.69168273757,1,53.63
4182d882-c70a-44a1-afec-35c88a51c655,44.33965923,-79.70998171,132,16797.54
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.407829905023,-79.6824841012051,183,24383.01
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3738959300959,-79.6908320092929,137,13513.54
f9e81123-679f-41c6-b74a-2862a878c601,44.3459040606633,-79.7024133151052,90,12119.76
ccbecb36-e881-4bcd-ba33-478f67e1f705,44.3482231705322,-79.7033530296894,51,9618.2
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.415197933626,-79.7022104085809,167,21964.12
4182d882-c70a-44a1-afec-35c88a51c655,44.3998624026693,-79.6500856965831,37,4090.19
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.37990156,-79.69372107,117,12722.67
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.348704,-79.627771,191,20399.66
efbf576e-8a9f-4573-8dfd-45c216b1f38a,44.4075769585796,-79.6843647838693,63,6208.07
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.4148130366095,-79.702671748559,33,4177.57
f9e81123-679f-41c6-b74a-2862a878c601,44.346419639346,-79.7030656106016,88,12042.03
4182d882-c70a-44a1-afec-35c88a51c655,44.34062273,-79.71360782,134,17106.77
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.40060465,-79.71485951,133,19218.8
d9ae4601-58b0-47b8-b790-63d532d18e8e,44.32871691,-79.72534005,151,19072.61
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.3493738382682,-79.6284027176143,190,20309.88
bbefbab1-dc85-4f94-b5b2-4658e307816d,44.37159264,-79.67856723,46,3290.48
db7c9177-79f1-4bfd-8ae2-1e878f5f7193,44.4148184010278,-79.6657471159546,11,595.6
d2167ad3-2b19-48da-9f63-c6ad1b446a8c,44.32725928,-79.68813661,30,2407.13
162ac37d-fa48-4e85-9f25-48c512d2e21a,44.41205785,-79.68921308,24,2542.5
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.4171599696374,-79.6981750248775,172,22353.77
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.384826004285,-79.706120971451,20,2091.25
e94a03ac-5ab6-47f0-98dd-fdc5468f4e6b,44.38932298,-79.70403389,107,16232.24
e9658958-b62d-4fa6-8ac0-d1becdbaccf5,44.3405909443254,-79.7130760379479,60,8093.11
9fab52eb-9ac6-46c8-96bc-937f3acf65b7,44.4060150245197,-79.6637060769042,151,14739.38
